subject,block,trial,mu1,mu2,choice,reward,RT,cond
11,30,1,9,0,2,-2,538,3
11,30,2,9,0,1,16,381,3
11,30,3,9,0,1,12,343,3
11,30,4,9,0,1,10,335,3
11,30,5,9,0,1,11,365,3
11,30,6,9,0,1,14,413,3
11,30,7,9,0,1,11,387,3
11,30,8,9,0,1,4,413,3
11,30,9,9,0,1,14,451,3
11,30,10,9,0,1,4,397,3
12,1,1,10,-4,1,15,2349,1
12,1,2,10,-4,1,7,580,1
12,1,3,10,-4,2,-4,734,1
12,1,4,10,-4,1,11,401,1
12,1,5,10,-4,1,6,430,1
12,1,6,10,-4,1,9,333,1
12,1,7,10,-4,2,-4,362,1
12,1,8,10,-4,1,9,531,1
12,1,9,10,-4,1,13,461,1
12,1,10,10,-4,1,7,337,1
12,2,1,0,-9,1,-2,1049,3
12,2,2,0,-9,2,-5,371,3
12,2,3,0,-9,1,11,498,3
12,2,4,0,-9,1,-7,522,3
12,2,5,0,-9,2,-21,482,3
12,2,6,0,-9,1,-2,381,3
12,2,7,0,-9,1,4,535,3
12,2,8,0,-9,1,-2,355,3
12,2,9,0,-9,1,3,429,3
12,2,10,0,-9,1,-8,411,3
12,3,1,-4,4,1,-6,579,3
12,3,2,-4,4,2,-3,302,3
12,3,3,-4,4,2,1,412,3
12,3,4,-4,4,2,7,343,3
12,3,5,-4,4,2,7,318,3
12,3,6,-4,4,2,15,351,3
12,3,7,-4,4,2,3,431,3
12,3,8,-4,4,2,-3,335,3
12,3,9,-4,4,2,8,315,3
12,3,10,-4,4,2,9,380,3
12,4,1,-7,0,2,0,676,1
12,4,2,-7,0,1,5,609,1
12,4,3,-7,0,1,-8,301,1
12,4,4,-7,0,2,0,499,1
12,4,5,-7,0,2,0,352,1
12,4,6,-7,0,1,-7,382,1
12,4,7,-7,0,1,-14,334,1
12,4,8,-7,0,1,-6,277,1
12,4,9,-7,0,1,8,349,1
12,4,10,-7,0,1,-9,385,1
12,5,1,7,9,1,7,465,4
12,5,2,7,9,2,9,336,4
12,5,3,7,9,2,9,318,4
12,5,4,7,9,1,7,446,4
12,5,5,7,9,2,9,317,4
12,5,6,7,9,2,9,361,4
12,5,7,7,9,2,9,303,4
12,5,8,7,9,2,9,213,4
12,5,9,7,9,2,9,301,4
12,5,10,7,9,2,9,396,4
12,6,1,-5,7,2,7,1024,1
12,6,2,-5,7,1,-7,396,1
12,6,3,-5,7,2,7,591,1
12,6,4,-5,7,2,7,235,1
12,6,5,-5,7,2,7,270,1
12,6,6,-5,7,2,7,286,1
12,6,7,-5,7,2,7,415,1
12,6,8,-5,7,2,7,334,1
12,6,9,-5,7,2,7,377,1
12,6,10,-5,7,2,7,312,1
12,7,1,-1,7,2,13,500,3
12,7,2,-1,7,1,3,289,3
12,7,3,-1,7,2,0,252,3
12,7,4,-1,7,2,6,351,3
12,7,5,-1,7,1,1,396,3
12,7,6,-1,7,1,1,321,3
12,7,7,-1,7,2,9,315,3
12,7,8,-1,7,2,22,253,3
12,7,9,-1,7,2,8,285,3
12,7,10,-1,7,2,12,335,3
12,8,1,-17,3,2,1,661,2
12,8,2,-17,3,1,-17,575,2
12,8,3,-17,3,2,17,401,2
12,8,4,-17,3,2,7,287,2
12,8,5,-17,3,2,-4,288,2
12,8,6,-17,3,2,12,303,2
12,8,7,-17,3,2,14,277,2
12,8,8,-17,3,2,4,350,2
12,8,9,-17,3,2,7,351,2
12,8,10,-17,3,2,10,380,2
12,9,1,5,-4,2,-4,527,4
12,9,2,5,-4,1,5,381,4
12,9,3,5,-4,1,5,351,4
12,9,4,5,-4,1,5,269,4
12,9,5,5,-4,1,5,286,4
12,9,6,5,-4,1,5,337,4
12,9,7,5,-4,1,5,2685,4
12,9,8,5,-4,1,5,591,4
12,9,9,5,-4,1,5,333,4
12,9,10,5,-4,1,5,377,4
12,10,1,2,-8,2,-8,721,4
12,10,2,2,-8,1,2,379,4
12,10,3,2,-8,1,2,242,4
12,10,4,2,-8,1,2,255,4
12,10,5,2,-8,1,2,255,4
12,10,6,2,-8,1,2,290,4
12,10,7,2,-8,1,2,412,4
12,10,8,2,-8,2,-8,285,4
12,10,9,2,-8,1,2,288,4
12,10,10,2,-8,1,2,507,4
12,11,1,-20,-3,1,-26,483,1
12,11,2,-20,-3,2,-3,399,1
12,11,3,-20,-3,2,-3,299,1
12,11,4,-20,-3,1,-17,397,1
12,11,5,-20,-3,2,-3,382,1
12,11,6,-20,-3,2,-3,292,1
12,11,7,-20,-3,2,-3,239,1
12,11,8,-20,-3,2,-3,287,1
12,11,9,-20,-3,2,-3,315,1
12,11,10,-20,-3,2,-3,332,1
12,12,1,8,5,2,-2,577,2
12,12,2,8,5,1,8,333,2
12,12,3,8,5,1,8,269,2
12,12,4,8,5,1,8,259,2
12,12,5,8,5,1,8,256,2
12,12,6,8,5,1,8,262,2
12,12,7,8,5,1,8,269,2
12,12,8,8,5,1,8,254,2
12,12,9,8,5,1,8,318,2
12,12,10,8,5,1,8,316,2
12,13,1,-4,2,1,-4,577,4
12,13,2,-4,2,2,2,495,4
12,13,3,-4,2,2,2,466,4
12,13,4,-4,2,2,2,256,4
12,13,5,-4,2,2,2,253,4
12,13,6,-4,2,2,2,269,4
12,13,7,-4,2,2,2,286,4
12,13,8,-4,2,2,2,260,4
12,13,9,-4,2,2,2,272,4
12,13,10,-4,2,2,2,302,4
12,14,1,15,-4,2,-4,481,1
12,14,2,15,-4,1,14,413,1
12,14,3,15,-4,1,24,276,1
12,14,4,15,-4,1,13,327,1
12,14,5,15,-4,1,19,285,1
12,14,6,15,-4,1,13,340,1
12,14,7,15,-4,1,18,340,1
12,14,8,15,-4,1,26,387,1
12,14,9,15,-4,1,9,315,1
12,14,10,15,-4,1,15,315,1
12,15,1,-6,-4,1,-6,567,4
12,15,2,-6,-4,2,-4,318,4
12,15,3,-6,-4,2,-4,286,4
12,15,4,-6,-4,2,-4,271,4
12,15,5,-6,-4,1,-6,430,4
12,15,6,-6,-4,2,-4,962,4
12,15,7,-6,-4,2,-4,895,4
12,15,8,-6,-4,2,-4,493,4
12,15,9,-6,-4,2,-4,402,4
12,15,10,-6,-4,2,-4,399,4
12,16,1,-1,-2,2,-2,688,1
12,16,2,-1,-2,1,-2,288,1
12,16,3,-1,-2,2,-2,460,1
12,16,4,-1,-2,1,-11,414,1
12,16,5,-1,-2,2,-2,318,1
12,16,6,-1,-2,2,-2,283,1
12,16,7,-1,-2,2,-2,318,1
12,16,8,-1,-2,2,-2,415,1
12,16,9,-1,-2,2,-2,316,1
12,16,10,-1,-2,2,-2,304,1
12,17,1,8,1,2,1,432,1
12,17,2,8,1,1,13,326,1
12,17,3,8,1,1,2,458,1
12,17,4,8,1,1,4,302,1
12,17,5,8,1,1,13,333,1
12,17,6,8,1,1,1,318,1
12,17,7,8,1,1,1,275,1
12,17,8,8,1,1,14,518,1
12,17,9,8,1,1,9,361,1
12,17,10,8,1,1,8,414,1
12,18,1,0,12,1,1,3636,1
12,18,2,0,12,2,12,315,1
12,18,3,0,12,2,12,269,1
12,18,4,0,12,2,12,302,1
12,18,5,0,12,2,12,284,1
12,18,6,0,12,2,12,307,1
12,18,7,0,12,2,12,286,1
12,18,8,0,12,2,12,225,1
12,18,9,0,12,2,12,279,1
12,18,10,0,12,2,12,300,1
12,19,1,15,3,2,6,688,2
12,19,2,15,3,1,15,478,2
12,19,3,15,3,1,15,523,2
12,19,4,15,3,1,15,334,2
12,19,5,15,3,1,15,365,2
12,19,6,15,3,1,15,346,2
12,19,7,15,3,1,15,312,2
12,19,8,15,3,1,15,319,2
12,19,9,15,3,1,15,319,2
12,19,10,15,3,1,15,363,2
12,20,1,11,-8,1,10,32326,3
12,20,2,11,-8,2,2,405,3
12,20,3,11,-8,1,13,318,3
12,20,4,11,-8,1,13,235,3
12,20,5,11,-8,1,21,261,3
12,20,6,11,-8,1,18,350,3
12,20,7,11,-8,1,16,270,3
12,20,8,11,-8,1,7,270,3
12,20,9,11,-8,1,9,270,3
12,20,10,11,-8,1,12,291,3
12,21,1,15,-2,1,14,512,3
12,21,2,15,-2,2,-8,300,3
12,21,3,15,-2,1,11,266,3
12,21,4,15,-2,1,5,252,3
12,21,5,15,-2,1,22,254,3
12,21,6,15,-2,1,12,303,3
12,21,7,15,-2,1,20,351,3
12,21,8,15,-2,1,19,291,3
12,21,9,15,-2,1,13,402,3
12,21,10,15,-2,1,11,255,3
12,22,1,-6,0,1,-6,406,2
12,22,2,-6,0,2,3,257,2
12,22,3,-6,0,2,-5,285,2
12,22,4,-6,0,2,5,414,2
12,22,5,-6,0,2,4,288,2
12,22,6,-6,0,2,-1,278,2
12,22,7,-6,0,2,6,254,2
12,22,8,-6,0,2,3,321,2
12,22,9,-6,0,2,-4,285,2
12,22,10,-6,0,2,-3,325,2
12,23,1,-5,8,1,-5,946,4
12,23,2,-5,8,2,8,591,4
12,23,3,-5,8,2,8,270,4
12,23,4,-5,8,2,8,249,4
12,23,5,-5,8,2,8,260,4
12,23,6,-5,8,2,8,285,4
12,23,7,-5,8,2,8,320,4
12,23,8,-5,8,2,8,286,4
12,23,9,-5,8,2,8,311,4
12,23,10,-5,8,2,8,301,4
12,24,1,4,-18,2,-18,512,1
12,24,2,4,-18,1,7,543,1
12,24,3,4,-18,1,8,269,1
12,24,4,4,-18,1,-4,261,1
12,24,5,4,-18,1,7,286,1
12,24,6,4,-18,1,11,236,1
12,24,7,4,-18,1,1,237,1
12,24,8,4,-18,1,-2,286,1
12,24,9,4,-18,1,2,418,1
12,24,10,4,-18,1,14,456,1
12,25,1,5,-11,1,5,535,2
12,25,2,5,-11,2,-16,349,2
12,25,3,5,-11,1,5,270,2
12,25,4,5,-11,1,5,285,2
12,25,5,5,-11,1,5,250,2
12,25,6,5,-11,1,5,244,2
12,25,7,5,-11,1,5,239,2
12,25,8,5,-11,1,5,350,2
12,25,9,5,-11,1,5,306,2
12,25,10,5,-11,1,5,285,2
12,26,1,10,6,1,7,435,1
12,26,2,10,6,2,6,309,1
12,26,3,10,6,1,8,447,1
12,26,4,10,6,1,17,374,1
12,26,5,10,6,1,0,285,1
12,26,6,10,6,1,8,264,1
12,26,7,10,6,1,10,276,1
12,26,8,10,6,1,13,286,1
12,26,9,10,6,1,13,365,1
12,26,10,10,6,1,12,279,1
12,27,1,1,2,2,2,737,4
12,27,2,1,2,1,1,318,4
12,27,3,1,2,2,2,333,4
12,27,4,1,2,2,2,274,4
12,27,5,1,2,2,2,302,4
12,27,6,1,2,2,2,281,4
12,27,7,1,2,2,2,360,4
12,27,8,1,2,2,2,280,4
12,27,9,1,2,2,2,307,4
12,27,10,1,2,2,2,284,4
12,28,1,12,3,2,3,453,2
12,28,2,12,3,1,12,285,2
12,28,3,12,3,1,12,234,2
12,28,4,12,3,1,12,254,2
12,28,5,12,3,1,12,278,2
12,28,6,12,3,1,12,290,2
12,28,7,12,3,1,12,285,2
12,28,8,12,3,1,12,234,2
12,28,9,12,3,1,12,332,2
12,28,10,12,3,1,12,286,2
12,29,1,2,1,1,2,672,4
12,29,2,2,1,2,1,272,4
12,29,3,2,1,1,2,368,4
12,29,4,2,1,1,2,254,4
12,29,5,2,1,1,2,270,4
12,29,6,2,1,1,2,279,4
12,29,7,2,1,1,2,266,4
12,29,8,2,1,1,2,285,4
12,29,9,2,1,1,2,303,4
12,29,10,2,1,1,2,286,4
12,30,1,7,-4,2,-4,526,1
12,30,2,7,-4,1,6,363,1
12,30,3,7,-4,1,3,300,1
12,30,4,7,-4,1,1,269,1
12,30,5,7,-4,1,-3,285,1
12,30,6,7,-4,1,7,256,1
12,30,7,7,-4,1,10,238,1
12,30,8,7,-4,1,4,238,1
12,30,9,7,-4,1,12,295,1
12,30,10,7,-4,1,6,252,1
13,1,1,1,14,2,4,4428,2
13,1,2,1,14,2,-1,1451,2
13,1,3,1,14,2,16,864,2
13,1,4,1,14,1,1,847,2
13,1,5,1,14,1,1,847,2
13,1,6,1,14,2,20,1363,2
13,1,7,1,14,1,1,960,2
13,1,8,1,14,1,1,1327,2
13,1,9,1,14,2,8,780,2
13,1,10,1,14,2,9,837,2
13,2,1,-10,-1,2,-12,2461,2
13,2,2,-10,-1,2,0,1566,2
13,2,3,-10,-1,1,-10,896,2
13,2,4,-10,-1,2,-2,793,2
13,2,5,-10,-1,1,-10,805,2
13,2,6,-10,-1,2,-3,759,2
13,2,7,-10,-1,2,-5,745,2
13,2,8,-10,-1,2,0,668,2
13,2,9,-10,-1,2,10,642,2
13,2,10,-10,-1,2,7,729,2
13,3,1,-5,5,1,-5,1179,4
13,3,2,-5,5,2,5,794,4
13,3,3,-5,5,2,5,1037,4
13,3,4,-5,5,2,5,735,4
13,3,5,-5,5,2,5,667,4
13,3,6,-5,5,2,5,741,4
13,3,7,-5,5,2,5,683,4
13,3,8,-5,5,2,5,669,4
13,3,9,-5,5,2,5,713,4
13,3,10,-5,5,2,5,730,4
13,4,1,1,-5,1,-3,3372,3
13,4,2,1,-5,2,-3,752,3
13,4,3,1,-5,1,16,752,3
13,4,4,1,-5,1,0,874,3
13,4,5,1,-5,2,0,723,3
13,4,6,1,-5,1,-1,714,3
13,4,7,1,-5,1,4,637,3
13,4,8,1,-5,2,-12,804,3
13,4,9,1,-5,1,-7,617,3
13,4,10,1,-5,1,8,956,3
13,5,1,-10,6,2,6,1509,4
13,5,2,-10,6,1,-10,681,4
13,5,3,-10,6,2,6,720,4
13,5,4,-10,6,2,6,1556,4
13,5,5,-10,6,2,6,661,4
13,5,6,-10,6,2,6,674,4
13,5,7,-10,6,2,6,672,4
13,5,8,-10,6,2,6,815,4
13,5,9,-10,6,2,6,429,4
13,5,10,-10,6,2,6,408,4
13,6,1,2,18,1,4,1720,1
13,6,2,2,18,2,18,814,1
13,6,3,2,18,2,18,717,1
13,6,4,2,18,2,18,831,1
13,6,5,2,18,2,18,814,1
13,6,6,2,18,2,18,585,1
13,6,7,2,18,2,18,672,1
13,6,8,2,18,2,18,680,1
13,6,9,2,18,2,18,730,1
13,6,10,2,18,2,18,807,1
13,7,1,-12,-14,1,-9,1361,3
13,7,2,-12,-14,2,-5,732,3
13,7,3,-12,-14,2,-8,660,3
13,7,4,-12,-14,2,-14,654,3
13,7,5,-12,-14,1,-20,742,3
13,7,6,-12,-14,2,-20,683,3
13,7,7,-12,-14,2,-6,611,3
13,7,8,-12,-14,2,-9,671,3
13,7,9,-12,-14,1,-11,599,3
13,7,10,-12,-14,2,-13,584,3
13,8,1,-12,9,1,-9,1031,3
13,8,2,-12,9,2,3,742,3
13,8,3,-12,9,1,-5,620,3
13,8,4,-12,9,2,9,669,3
13,8,5,-12,9,2,3,687,3
13,8,6,-12,9,2,3,643,3
13,8,7,-12,9,2,-1,670,3
13,8,8,-12,9,2,13,726,3
13,8,9,-12,9,2,20,656,3
13,8,10,-12,9,2,3,790,3
13,9,1,-20,4,1,-17,2084,3
13,9,2,-20,4,2,5,699,3
13,9,3,-20,4,2,9,676,3
13,9,4,-20,4,1,-21,885,3
13,9,5,-20,4,2,5,543,3
13,9,6,-20,4,2,7,496,3
13,9,7,-20,4,2,6,440,3
13,9,8,-20,4,2,6,432,3
13,9,9,-20,4,2,3,326,3
13,9,10,-20,4,2,0,410,3
13,10,1,-15,-6,1,-15,1745,2
13,10,2,-15,-6,1,-15,914,2
13,10,3,-15,-6,2,-2,582,2
13,10,4,-15,-6,2,-12,633,2
13,10,5,-15,-6,2,-1,571,2
13,10,6,-15,-6,2,-15,607,2
13,10,7,-15,-6,2,-10,554,2
13,10,8,-15,-6,2,-16,521,2
13,10,9,-15,-6,2,-8,565,2
13,10,10,-15,-6,2,-10,602,2
13,11,1,10,1,1,10,1231,4
13,11,2,10,1,2,1,569,4
13,11,3,10,1,1,10,658,4
13,11,4,10,1,1,10,738,4
13,11,5,10,1,1,10,510,4
13,11,6,10,1,1,10,530,4
13,11,7,10,1,1,10,505,4
13,11,8,10,1,1,10,378,4
13,11,9,10,1,1,10,761,4
13,11,10,10,1,1,10,741,4
13,12,1,3,4,2,4,664,1
13,12,2,3,4,1,0,800,1
13,12,3,3,4,1,2,712,1
13,12,4,3,4,2,4,505,1
13,12,5,3,4,1,0,1083,1
13,12,6,3,4,1,13,648,1
13,12,7,3,4,1,4,646,1
13,12,8,3,4,2,4,653,1
13,12,9,3,4,1,-7,517,1
13,12,10,3,4,2,4,404,1
13,13,1,0,-9,2,-7,1125,3
13,13,2,0,-9,1,-2,605,3
13,13,3,0,-9,1,0,506,3
13,13,4,0,-9,2,-6,543,3
13,13,5,0,-9,1,0,595,3
13,13,6,0,-9,1,0,599,3
13,13,7,0,-9,1,6,595,3
13,13,8,0,-9,1,18,747,3
13,13,9,0,-9,1,0,710,3
13,13,10,0,-9,1,2,1136,3
13,14,1,16,-4,2,-4,1150,3
13,14,2,16,-4,2,-15,562,3
13,14,3,16,-4,1,14,516,3
13,14,4,16,-4,1,16,495,3
13,14,5,16,-4,1,13,624,3
13,14,6,16,-4,1,12,616,3
13,14,7,16,-4,1,7,644,3
13,14,8,16,-4,1,19,795,3
13,14,9,16,-4,1,14,667,3
13,14,10,16,-4,1,29,790,3
13,15,1,-6,0,2,0,1200,1
13,15,2,-6,0,1,-19,512,1
13,15,3,-6,0,2,0,624,1
13,15,4,-6,0,2,0,402,1
13,15,5,-6,0,2,0,2218,1
13,15,6,-6,0,2,0,395,1
13,15,7,-6,0,2,0,426,1
13,15,8,-6,0,2,0,627,1
13,15,9,-6,0,2,0,759,1
13,15,10,-6,0,2,0,709,1
13,16,1,-1,0,1,-1,1021,4
13,16,2,-1,0,2,0,594,4
13,16,3,-1,0,2,0,491,4
13,16,4,-1,0,2,0,426,4
13,16,5,-1,0,2,0,485,4
13,16,6,-1,0,1,-1,617,4
13,16,7,-1,0,2,0,556,4
13,16,8,-1,0,2,0,493,4
13,16,9,-1,0,2,0,688,4
13,16,10,-1,0,2,0,432,4
13,17,1,4,9,1,13,991,1
13,17,2,4,9,2,9,468,1
13,17,3,4,9,1,7,2202,1
13,17,4,4,9,2,9,864,1
13,17,5,4,9,2,9,626,1
13,17,6,4,9,1,6,666,1
13,17,7,4,9,2,9,577,1
13,17,8,4,9,1,-2,470,1
13,17,9,4,9,2,9,617,1
13,17,10,4,9,2,9,445,1
13,18,1,-7,-19,1,-3,17473,1
13,18,2,-7,-19,2,-19,589,1
13,18,3,-7,-19,1,-22,493,1
13,18,4,-7,-19,2,-19,700,1
13,18,5,-7,-19,2,-19,856,1
13,18,6,-7,-19,1,-2,555,1
13,18,7,-7,-19,1,-6,575,1
13,18,8,-7,-19,1,1,1403,1
13,18,9,-7,-19,1,2,768,1
13,18,10,-7,-19,1,-19,598,1
13,19,1,-4,7,2,7,1023,1
13,19,2,-4,7,1,-2,462,1
13,19,3,-4,7,2,7,484,1
13,19,4,-4,7,2,7,6535,1
13,19,5,-4,7,1,7,465,1
13,19,6,-4,7,2,7,778,1
13,19,7,-4,7,2,7,524,1
13,19,8,-4,7,1,-6,567,1
13,19,9,-4,7,2,7,494,1
13,19,10,-4,7,2,7,784,1
13,20,1,2,2,1,2,1168,2
13,20,2,2,2,2,-2,550,2
13,20,3,2,2,1,2,614,2
13,20,4,2,2,1,2,650,2
13,20,5,2,2,2,-1,706,2
13,20,6,2,2,2,1,742,2
13,20,7,2,2,2,3,721,2
13,20,8,2,2,2,-5,813,2
13,20,9,2,2,1,2,531,2
13,20,10,2,2,1,2,853,2
13,21,1,16,-7,1,16,2.4852e+05,4
13,21,2,16,-7,2,-7,731,4
13,21,3,16,-7,1,16,553,4
13,21,4,16,-7,1,16,420,4
13,21,5,16,-7,1,16,609,4
13,21,6,16,-7,2,-7,967,4
13,21,7,16,-7,1,16,356,4
13,21,8,16,-7,1,16,488,4
13,21,9,16,-7,1,16,406,4
13,21,10,16,-7,1,16,325,4
13,22,1,-3,2,1,-6,1559,1
13,22,2,-3,2,2,2,340,1
13,22,3,-3,2,2,2,476,1
13,22,4,-3,2,1,-1,496,1
13,22,5,-3,2,1,-6,483,1
13,22,6,-3,2,1,-5,541,1
13,22,7,-3,2,1,-4,492,1
13,22,8,-3,2,2,2,452,1
13,22,9,-3,2,2,2,975,1
13,22,10,-3,2,2,2,724,1
13,23,1,-7,-18,1,-2,1524,3
13,23,2,-7,-18,2,-23,620,3
13,23,3,-7,-18,1,-6,705,3
13,23,4,-7,-18,1,0,880,3
13,23,5,-7,-18,2,-12,518,3
13,23,6,-7,-18,1,-15,440,3
13,23,7,-7,-18,1,1,354,3
13,23,8,-7,-18,1,3,1614,3
13,23,9,-7,-18,1,-14,855,3
13,23,10,-7,-18,1,-3,810,3
13,24,1,13,-10,2,-10,1444,1
13,24,2,13,-10,1,14,791,1
13,24,3,13,-10,1,10,580,1
13,24,4,13,-10,1,4,654,1
13,24,5,13,-10,1,18,643,1
13,24,6,13,-10,1,6,679,1
13,24,7,13,-10,1,10,742,1
13,24,8,13,-10,1,15,739,1
13,24,9,13,-10,1,12,987,1
13,24,10,13,-10,1,16,734,1
13,25,1,4,-18,1,15,1156,1
13,25,2,4,-18,2,-18,783,1
13,25,3,4,-18,1,8,755,1
13,25,4,4,-18,1,6,602,1
13,25,5,4,-18,1,9,609,1
13,25,6,4,-18,1,-8,610,1
13,25,7,4,-18,1,8,644,1
13,25,8,4,-18,1,3,752,1
13,25,9,4,-18,1,-4,730,1
13,25,10,4,-18,1,9,733,1
13,26,1,9,14,2,14,2120,1
13,26,2,9,14,1,7,643,1
13,26,3,9,14,2,14,548,1
13,26,4,9,14,2,14,604,1
13,26,5,9,14,2,14,471,1
13,26,6,9,14,2,14,509,1
13,26,7,9,14,2,14,373,1
13,26,8,9,14,2,14,437,1
13,26,9,9,14,2,14,463,1
13,26,10,9,14,2,14,551,1
13,27,1,-12,-10,1,-17,1238,3
13,27,2,-12,-10,2,-10,417,3
13,27,3,-12,-10,1,-18,704,3
13,27,4,-12,-10,2,-6,562,3
13,27,5,-12,-10,2,-9,594,3
13,27,6,-12,-10,2,-7,460,3
13,27,7,-12,-10,1,-9,480,3
13,27,8,-12,-10,2,-16,445,3
13,27,9,-12,-10,1,-6,453,3
13,27,10,-12,-10,2,-13,879,3
13,28,1,11,-7,1,11,9287,2
13,28,2,11,-7,2,-11,551,2
13,28,3,11,-7,1,11,559,2
13,28,4,11,-7,1,11,449,2
13,28,5,11,-7,1,11,1332,2
13,28,6,11,-7,1,11,642,2
13,28,7,11,-7,1,11,471,2
13,28,8,11,-7,1,11,451,2
13,28,9,11,-7,1,11,661,2
13,28,10,11,-7,1,11,644,2
13,29,1,-3,10,1,-3,897,4
13,29,2,-3,10,2,10,612,4
13,29,3,-3,10,2,10,496,4
13,29,4,-3,10,2,10,373,4
13,29,5,-3,10,2,10,1891,4
13,29,6,-3,10,2,10,686,4
13,29,7,-3,10,2,10,505,4
13,29,8,-3,10,2,10,402,4
13,29,9,-3,10,2,10,696,4
13,29,10,-3,10,2,10,759,4
13,30,1,14,6,1,14,1436,4
13,30,2,14,6,1,14,725,4
13,30,3,14,6,2,6,559,4
13,30,4,14,6,1,14,657,4
13,30,5,14,6,1,14,688,4
13,30,6,14,6,1,14,613,4
13,30,7,14,6,1,14,715,4
13,30,8,14,6,1,14,650,4
13,30,9,14,6,1,14,691,4
13,30,10,14,6,1,14,750,4
14,1,1,-5,4,1,-5,2283,2
14,1,2,-5,4,2,-6,1511,2
14,1,3,-5,4,2,6,4520,2
14,1,4,-5,4,1,-5,5828,2
14,1,5,-5,4,2,9,527,2
14,1,6,-5,4,2,-2,497,2
14,1,7,-5,4,2,11,736,2
14,1,8,-5,4,2,-9,567,2
14,1,9,-5,4,2,-3,637,2
14,1,10,-5,4,1,-5,637,2
14,2,1,8,-10,2,3,2566,3
14,2,2,8,-10,2,-12,1374,3
14,2,3,8,-10,2,-8,2503,3
14,2,4,8,-10,2,-19,546,3
14,2,5,8,-10,1,6,588,3
14,2,6,8,-10,1,3,487,3
14,2,7,8,-10,1,8,546,3
14,2,8,8,-10,1,8,577,3
14,2,9,8,-10,1,9,557,3
14,2,10,8,-10,1,7,516,3
14,3,1,7,-2,2,-2,1408,4
14,3,2,7,-2,1,7,686,4
14,3,3,7,-2,1,7,537,4
14,3,4,7,-2,1,7,582,4
14,3,5,7,-2,1,7,607,4
14,3,6,7,-2,1,7,557,4
14,3,7,7,-2,1,7,557,4
14,3,8,7,-2,1,7,567,4
14,3,9,7,-2,1,7,587,4
14,3,10,7,-2,1,7,517,4
14,4,1,4,-2,1,0,1358,1
14,4,2,4,-2,2,-2,766,1
14,4,3,4,-2,1,-3,527,1
14,4,4,4,-2,2,-2,464,1
14,4,5,4,-2,2,-2,656,1
14,4,6,4,-2,2,-2,935,1
14,4,7,4,-2,1,3,466,1
14,4,8,4,-2,1,7,637,1
14,4,9,4,-2,1,15,497,1
14,4,10,4,-2,1,4,537,1
14,5,1,-26,-18,2,-29,1518,3
14,5,2,-26,-18,1,-23,767,3
14,5,3,-26,-18,1,-26,498,3
14,5,4,-26,-18,2,-11,569,3
14,5,5,-26,-18,1,-30,737,3
14,5,6,-26,-18,2,-14,716,3
14,5,7,-26,-18,2,-33,498,3
14,5,8,-26,-18,1,-24,487,3
14,5,9,-26,-18,2,-16,478,3
14,5,10,-26,-18,1,-27,532,3
14,6,1,3,-7,2,-17,731,2
14,6,2,3,-7,1,3,558,2
14,6,3,3,-7,1,3,403,2
14,6,4,3,-7,1,3,509,2
14,6,5,3,-7,1,3,428,2
14,6,6,3,-7,1,3,438,2
14,6,7,3,-7,1,3,447,2
14,6,8,3,-7,1,3,476,2
14,6,9,3,-7,1,3,547,2
14,6,10,3,-7,1,3,618,2
14,7,1,-10,2,2,2,1028,1
14,7,2,-10,2,2,2,438,1
14,7,3,-10,2,2,2,447,1
14,7,4,-10,2,2,2,515,1
14,7,5,-10,2,1,0,558,1
14,7,6,-10,2,2,2,498,1
14,7,7,-10,2,2,2,471,1
14,7,8,-10,2,2,2,488,1
14,7,9,-10,2,1,-17,488,1
14,7,10,-10,2,2,2,528,1
14,8,1,-6,7,1,-3,911,1
14,8,2,-6,7,2,7,378,1
14,8,3,-6,7,2,7,421,1
14,8,4,-6,7,2,7,419,1
14,8,5,-6,7,2,7,418,1
14,8,6,-6,7,2,7,458,1
14,8,7,-6,7,2,7,528,1
14,8,8,-6,7,2,7,518,1
14,8,9,-6,7,2,7,478,1
14,8,10,-6,7,2,7,488,1
14,9,1,-5,-11,1,-5,1009,2
14,9,2,-5,-11,2,-4,379,2
14,9,3,-5,-11,1,-5,419,2
14,9,4,-5,-11,2,-12,378,2
14,9,5,-5,-11,1,-5,517,2
14,9,6,-5,-11,2,-9,465,2
14,9,7,-5,-11,1,-5,538,2
14,9,8,-5,-11,1,-5,479,2
14,9,9,-5,-11,1,-5,457,2
14,9,10,-5,-11,1,-5,448,2
14,10,1,6,-6,2,-6,1425,1
14,10,2,6,-6,1,3,468,1
14,10,3,6,-6,1,6,627,1
14,10,4,6,-6,1,9,458,1
14,10,5,6,-6,1,0,439,1
14,10,6,6,-6,1,5,597,1
14,10,7,6,-6,1,9,449,1
14,10,8,6,-6,1,18,447,1
14,10,9,6,-6,1,7,497,1
14,10,10,6,-6,1,4,535,1
14,11,1,-3,1,1,-3,2196,2
14,11,2,-3,1,2,-7,518,2
14,11,3,-3,1,2,14,1306,2
14,11,4,-3,1,2,0,456,2
14,11,5,-3,1,2,9,399,2
14,11,6,-3,1,2,0,426,2
14,11,7,-3,1,2,2,476,2
14,11,8,-3,1,2,-2,479,2
14,11,9,-3,1,2,-5,437,2
14,11,10,-3,1,2,10,487,2
14,12,1,4,-9,1,4,938,2
14,12,2,4,-9,2,-16,580,2
14,12,3,4,-9,2,-10,1326,2
14,12,4,4,-9,2,-9,705,2
