subject,block,trial,mu1,mu2,choice,reward,RT,cond
1,1,1,17,-1,1,25,2521,3
1,1,2,17,-1,2,8,1053,3
1,1,3,17,-1,1,25,615,3
1,1,4,17,-1,1,19,519,3
1,1,5,17,-1,1,6,464,3
1,1,6,17,-1,2,6,456,3
1,1,7,17,-1,2,-7,712,3
1,1,8,17,-1,1,19,392,3
1,1,9,17,-1,1,16,560,3
1,1,10,17,-1,1,22,488,3
1,2,1,-3,0,2,0,1296,1
1,2,2,-3,0,1,-1,407,1
1,2,3,-3,0,1,-14,343,1
1,2,4,-3,0,2,0,384,1
1,2,5,-3,0,1,-5,528,1
1,2,6,-3,0,2,0,327,1
1,2,7,-3,0,2,0,415,1
1,2,8,-3,0,2,0,312,1
1,2,9,-3,0,2,0,368,1
1,2,10,-3,0,2,0,367,1
1,3,1,3,19,2,19,984,1
1,3,2,3,19,1,9,391,1
1,3,3,3,19,1,2,759,1
1,3,4,3,19,2,19,352,1
1,3,5,3,19,2,19,456,1
1,3,6,3,19,2,19,359,1
1,3,7,3,19,2,19,367,1
1,3,8,3,19,2,19,335,1
1,3,9,3,19,2,19,328,1
1,3,10,3,19,2,19,327,1
1,4,1,-10,5,1,-9,3088,1
1,4,2,-10,5,2,5,400,1
1,4,3,-10,5,2,5,336,1
1,4,4,-10,5,2,5,336,1
1,4,5,-10,5,1,-15,343,1
1,4,6,-10,5,2,5,335,1
1,4,7,-10,5,2,5,303,1
1,4,8,-10,5,2,5,343,1
1,4,9,-10,5,2,5,327,1
1,4,10,-10,5,2,5,351,1
1,5,1,1,11,2,11,815,1
1,5,2,1,11,1,5,431,1
1,5,3,1,11,1,1,319,1
1,5,4,1,11,1,4,479,1
1,5,5,1,11,2,11,337,1
1,5,6,1,11,2,11,319,1
1,5,7,1,11,2,11,345,1
1,5,8,1,11,2,11,375,1
1,5,9,1,11,2,11,336,1
1,5,10,1,11,2,11,375,1
1,6,1,-8,4,2,4,1264,4
1,6,2,-8,4,1,-8,279,4
1,6,3,-8,4,2,4,336,4
1,6,4,-8,4,2,4,352,4
1,6,5,-8,4,1,-8,344,4
1,6,6,-8,4,2,4,303,4
1,6,7,-8,4,2,4,320,4
1,6,8,-8,4,2,4,359,4
1,6,9,-8,4,2,4,375,4
1,6,10,-8,4,2,4,353,4
1,7,1,-1,-8,2,-8,856,1
1,7,2,-1,-8,1,-2,288,1
1,7,3,-1,-8,1,4,335,1
1,7,4,-1,-8,1,-4,510,1
1,7,5,-1,-8,2,-8,328,1
1,7,6,-1,-8,1,8,352,1
1,7,7,-1,-8,1,5,367,1
1,7,8,-1,-8,1,0,336,1
1,7,9,-1,-8,1,6,343,1
1,7,10,-1,-8,1,-8,352,1
1,8,1,-5,-3,1,-4,617,3
1,8,2,-5,-3,2,-17,312,3
1,8,3,-5,-3,1,-9,384,3
1,8,4,-5,-3,1,-1,335,3
1,8,5,-5,-3,2,-2,375,3
1,8,6,-5,-3,2,7,360,3
1,8,7,-5,-3,2,4,368,3
1,8,8,-5,-3,2,0,368,3
1,8,9,-5,-3,2,6,471,3
1,8,10,-5,-3,1,-2,415,3
1,9,1,0,4,2,4,552,4
1,9,2,0,4,1,0,304,4
1,9,3,0,4,2,4,344,4
1,9,4,0,4,2,4,344,4
1,9,5,0,4,2,4,368,4
1,9,6,0,4,2,4,351,4
1,9,7,0,4,2,4,376,4
1,9,8,0,4,2,4,368,4
1,9,9,0,4,2,4,327,4
1,9,10,0,4,2,4,384,4
1,10,1,-1,7,1,-2,888,3
1,10,2,-1,7,2,4,320,3
1,10,3,-1,7,2,9,335,3
1,10,4,-1,7,2,5,344,3
1,10,5,-1,7,2,8,352,3
1,10,6,-1,7,2,4,344,3
1,10,7,-1,7,2,7,351,3
1,10,8,-1,7,2,2,327,3
1,10,9,-1,7,2,5,360,3
1,10,10,-1,7,2,1,376,3
1,11,1,0,-3,2,-3,752,1
1,11,2,0,-3,1,-19,616,1
1,11,3,0,-3,1,4,408,1
1,11,4,0,-3,1,-15,416,1
1,11,5,0,-3,1,-8,831,1
1,11,6,0,-3,2,-3,304,1
1,11,7,0,-3,2,-3,320,1
1,11,8,0,-3,2,-3,335,1
1,11,9,0,-3,2,-3,309,1
1,11,10,0,-3,2,-3,320,1
1,12,1,-6,9,2,9,657,1
1,12,2,-6,9,1,3,336,1
1,12,3,-6,9,1,-4,343,1
1,12,4,-6,9,1,-10,359,1
1,12,5,-6,9,2,9,311,1
1,12,6,-6,9,2,9,319,1
1,12,7,-6,9,2,9,342,1
1,12,8,-6,9,2,9,391,1
1,12,9,-6,9,2,9,384,1
1,12,10,-6,9,2,9,376,1
1,13,1,3,2,2,2,640,1
1,13,2,3,2,1,7,368,1
1,13,3,3,2,1,1,422,1
1,13,4,3,2,1,-3,359,1
1,13,5,3,2,2,2,567,1
1,13,6,3,2,2,2,327,1
1,13,7,3,2,1,-7,367,1
1,13,8,3,2,1,2,311,1
1,13,9,3,2,1,9,375,1
1,13,10,3,2,1,4,375,1
1,14,1,11,12,1,11,928,4
1,14,2,11,12,2,12,351,4
1,14,3,11,12,2,12,376,4
1,14,4,11,12,2,12,351,4
1,14,5,11,12,2,12,367,4
1,14,6,11,12,2,12,607,4
1,14,7,11,12,2,12,400,4
1,14,8,11,12,2,12,383,4
1,14,9,11,12,2,12,400,4
1,14,10,11,12,2,12,527,4
1,15,1,-1,5,2,8,728,3
1,15,2,-1,5,1,1,319,3
1,15,3,-1,5,2,4,391,3
1,15,4,-1,5,2,13,336,3
1,15,5,-1,5,2,11,615,3
1,15,6,-1,5,2,12,327,3
1,15,7,-1,5,2,10,343,3
1,15,8,-1,5,2,6,336,3
1,15,9,-1,5,2,3,352,3
1,15,10,-1,5,2,-2,535,3
1,16,1,-1,5,2,5,528,1
1,16,2,-1,5,1,3,366,1
1,16,3,-1,5,2,5,303,1
1,16,4,-1,5,2,5,375,1
1,16,5,-1,5,2,5,312,1
1,16,6,-1,5,2,5,312,1
1,16,7,-1,5,2,5,303,1
1,16,8,-1,5,2,5,335,1
1,16,9,-1,5,2,5,327,1
1,16,10,-1,5,2,5,431,1
1,17,1,-13,-20,2,-34,568,2
1,17,2,-13,-20,1,-13,311,2
1,17,3,-13,-20,2,-26,808,2
1,17,4,-13,-20,1,-13,287,2
1,17,5,-13,-20,1,-13,335,2
1,17,6,-13,-20,1,-13,384,2
1,17,7,-13,-20,1,-13,343,2
1,17,8,-13,-20,1,-13,343,2
1,17,9,-13,-20,1,-13,343,2
1,17,10,-13,-20,1,-13,343,2
1,18,1,-6,-11,2,-11,584,1
1,18,2,-6,-11,1,-17,352,1
1,18,3,-6,-11,1,0,833,1
1,18,4,-6,-11,1,-4,327,1
1,18,5,-6,-11,1,-13,360,1
1,18,6,-6,-11,1,-8,344,1
1,18,7,-6,-11,1,-17,368,1
1,18,8,-6,-11,1,-7,369,1
1,18,9,-6,-11,1,-5,335,1
1,18,10,-6,-11,1,2,471,1
1,19,1,3,-15,1,3,681,1
1,19,2,3,-15,2,-15,615,1
1,19,3,3,-15,1,3,287,1
1,19,4,3,-15,1,3,343,1
1,19,5,3,-15,1,1,318,1
1,19,6,3,-15,1,7,376,1
1,19,7,3,-15,1,-4,352,1
1,19,8,3,-15,1,7,432,1
1,19,9,3,-15,1,-5,336,1
1,19,10,3,-15,1,-7,496,1
1,20,1,2,2,2,2,609,1
1,20,2,2,2,1,1,327,1
1,20,3,2,2,1,-1,319,1
1,20,4,2,2,1,2,328,1
1,20,5,2,2,1,-4,367,1
1,20,6,2,2,2,2,358,1
1,20,7,2,2,2,2,271,1
1,20,8,2,2,2,2,288,1
1,20,9,2,2,2,2,432,1
1,20,10,2,2,2,2,343,1
1,21,1,4,-9,2,-9,799,1
1,21,2,4,-9,1,11,312,1
1,21,3,4,-9,1,8,376,1
1,21,4,4,-9,1,12,624,1
1,21,5,4,-9,1,2,344,1
1,21,6,4,-9,1,7,327,1
1,21,7,4,-9,1,9,320,1
1,21,8,4,-9,1,-6,360,1
1,21,9,4,-9,1,12,487,1
1,21,10,4,-9,1,-3,336,1
1,22,1,-2,2,1,-2,529,2
1,22,2,-2,2,2,4,311,2
1,22,3,-2,2,2,4,376,2
1,22,4,-2,2,2,-1,343,2
1,22,5,-2,2,2,-1,343,2
1,22,6,-2,2,2,8,320,2
1,22,7,-2,2,2,12,1016,2
1,22,8,-2,2,2,8,408,2
1,22,9,-2,2,2,-6,384,2
1,22,10,-2,2,2,-5,312,2
1,23,1,-2,6,2,6,519,4
1,23,2,-2,6,1,-2,343,4
1,23,3,-2,6,2,6,335,4
1,23,4,-2,6,2,6,344,4
1,23,5,-2,6,2,6,368,4
1,23,6,-2,6,2,6,368,4
1,23,7,-2,6,2,6,368,4
1,23,8,-2,6,2,6,334,4
1,23,9,-2,6,2,6,381,4
1,23,10,-2,6,2,6,360,4
1,24,1,-17,0,2,0,793,1
1,24,2,-17,0,1,-9,328,1
1,24,3,-17,0,2,0,368,1
1,24,4,-17,0,2,0,360,1
1,24,5,-17,0,2,0,367,1
1,24,6,-17,0,2,0,343,1
1,24,7,-17,0,2,0,384,1
1,24,8,-17,0,2,0,367,1
1,24,9,-17,0,2,0,391,1
1,24,10,-17,0,2,0,384,1
1,25,1,8,-2,2,9,599,2
1,25,2,8,-2,1,8,400,2
1,25,3,8,-2,2,-2,367,2
1,25,4,8,-2,2,-5,352,2
1,25,5,8,-2,1,8,399,2
1,25,6,8,-2,1,8,337,2
1,25,7,8,-2,1,8,960,2
1,25,8,8,-2,1,8,399,2
1,25,9,8,-2,1,8,415,2
1,25,10,8,-2,1,8,376,2
1,26,1,6,7,1,14,664,3
1,26,2,6,7,1,6,664,3
1,26,3,6,7,1,-3,344,3
1,26,4,6,7,1,7,399,3
1,26,5,6,7,1,15,352,3
1,26,6,6,7,1,18,327,3
1,26,7,6,7,1,3,367,3
1,26,8,6,7,1,0,351,3
1,26,9,6,7,1,6,360,3
1,26,10,6,7,1,10,376,3
1,27,1,-4,11,1,-4,656,2
1,27,2,-4,11,2,10,328,2
1,27,3,-4,11,2,13,351,2
1,27,4,-4,11,2,9,352,2
1,27,5,-4,11,2,14,344,2
1,27,6,-4,11,2,11,368,2
1,27,7,-4,11,2,13,384,2
1,27,8,-4,11,2,4,360,2
1,27,9,-4,11,2,2,344,2
1,27,10,-4,11,2,18,400,2
1,28,1,12,18,2,18,544,4
1,28,2,12,18,1,12,591,4
1,28,3,12,18,2,18,320,4
1,28,4,12,18,2,18,359,4
1,28,5,12,18,2,18,375,4
1,28,6,12,18,2,18,392,4
1,28,7,12,18,2,18,360,4
1,28,8,12,18,2,18,384,4
1,28,9,12,18,2,18,376,4
1,28,10,12,18,2,18,384,4
1,29,1,-2,17,2,17,857,1
1,29,2,-2,17,2,17,336,1
1,29,3,-2,17,2,17,351,1
1,29,4,-2,17,2,17,360,1
1,29,5,-2,17,2,17,360,1
1,29,6,-2,17,2,17,352,1
1,29,7,-2,17,2,17,359,1
1,29,8,-2,17,1,5,415,1
1,29,9,-2,17,2,17,335,1
1,29,10,-2,17,2,17,440,1
1,30,1,3,5,2,5,592,1
1,30,2,3,5,1,5,367,1
1,30,3,3,5,1,-3,360,1
1,30,4,3,5,1,5,360,1
1,30,5,3,5,1,21,391,1
1,30,6,3,5,1,7,359,1
1,30,7,3,5,1,7,360,1
1,30,8,3,5,1,0,368,1
1,30,9,3,5,1,13,392,1
1,30,10,3,5,1,5,431,1
2,1,1,-1,-3,1,-1,2023,4
2,1,2,-1,-3,1,-1,1324,4
2,1,3,-1,-3,2,-3,879,4
2,1,4,-1,-3,1,-1,408,4
2,1,5,-1,-3,1,-1,375,4
2,1,6,-1,-3,2,-3,433,4
2,1,7,-1,-3,1,-1,336,4
2,1,8,-1,-3,1,-1,304,4
2,1,9,-1,-3,1,-1,320,4
2,1,10,-1,-3,1,-1,296,4
2,2,1,-11,3,1,1,816,3
2,2,2,-11,3,2,-3,326,3
2,2,3,-11,3,1,-13,343,3
2,2,4,-11,3,2,14,350,3
2,2,5,-11,3,2,1,376,3
2,2,6,-11,3,2,4,407,3
2,2,7,-11,3,2,0,294,3
2,2,8,-11,3,2,2,295,3
2,2,9,-11,3,2,-1,287,3
2,2,10,-11,3,2,1,632,3
2,3,1,-4,-1,2,-2,583,3
2,3,2,-4,-1,1,-11,424,3
2,3,3,-4,-1,2,-2,297,3
2,3,4,-4,-1,2,-7,297,3
2,3,5,-4,-1,1,-5,348,3
2,3,6,-4,-1,2,-3,279,3
2,3,7,-4,-1,2,1,263,3
2,3,8,-4,-1,2,-4,329,3
2,3,9,-4,-1,1,-10,385,3
2,3,10,-4,-1,2,-1,288,3
2,4,1,-4,6,2,6,704,3
2,4,2,-4,6,2,6,295,3
2,4,3,-4,6,2,16,286,3
2,4,4,-4,6,2,12,310,3
2,4,5,-4,6,2,-1,287,3
2,4,6,-4,6,2,8,391,3
2,4,7,-4,6,2,14,319,3
2,4,8,-4,6,2,10,310,3
2,4,9,-4,6,2,9,863,3
2,4,10,-4,6,2,10,360,3
2,5,1,7,3,2,4,456,3
2,5,2,7,3,2,5,295,3
2,5,3,7,3,2,-11,343,3
2,5,4,7,3,2,-2,432,3
2,5,5,7,3,1,5,375,3
2,5,6,7,3,1,-4,280,3
2,5,7,7,3,1,11,529,3
2,5,8,7,3,1,-3,385,3
2,5,9,7,3,1,19,313,3
2,5,10,7,3,1,2,367,3
2,6,1,0,-6,2,-6,449,4
2,6,2,0,-6,1,0,374,4
2,6,3,0,-6,1,0,287,4
2,6,4,0,-6,1,0,536,4
2,6,5,0,-6,2,-6,398,4
2,6,6,0,-6,2,-6,302,4
2,6,7,0,-6,1,0,287,4
2,6,8,0,-6,1,0,384,4
2,6,9,0,-6,1,0,344,4
2,6,10,0,-6,1,0,383,4
2,7,1,16,-2,1,18,760,1
2,7,2,16,-2,1,13,376,1
2,7,3,16,-2,1,12,1042,1
2,7,4,16,-2,1,3,359,1
2,7,5,16,-2,1,16,384,1
2,7,6,16,-2,1,17,1184,1
2,7,7,16,-2,1,14,432,1
2,7,8,16,-2,1,27,7904,1
2,7,9,16,-2,1,11,423,1
2,7,10,16,-2,1,6,367,1
2,8,1,-7,-1,1,-11,520,3
2,8,2,-7,-1,2,4,272,3
2,8,3,-7,-1,2,0,304,3
2,8,4,-7,-1,2,-5,343,3
2,8,5,-7,-1,2,-7,352,3
2,8,6,-7,-1,1,-6,336,3
2,8,7,-7,-1,2,-8,320,3
2,8,8,-7,-1,1,-9,296,3
2,8,9,-7,-1,2,-1,311,3
2,8,10,-7,-1,2,-5,320,3
2,9,1,-2,-3,2,-3,801,4
2,9,2,-2,-3,1,-2,279,4
2,9,3,-2,-3,2,-3,319,4
2,9,4,-2,-3,1,-2,279,4
2,9,5,-2,-3,1,-2,278,4
2,9,6,-2,-3,1,-2,264,4
2,9,7,-2,-3,1,-2,302,4
2,9,8,-2,-3,1,-2,270,4
2,9,9,-2,-3,1,-2,296,4
2,9,10,-2,-3,1,-2,295,4
2,10,1,-2,-3,1,-2,560,2
2,10,2,-2,-3,2,-4,376,2
2,10,3,-2,-3,2,-15,343,2
2,10,4,-2,-3,1,-2,297,2
2,10,5,-2,-3,1,-2,313,2
2,10,6,-2,-3,1,-2,423,2
2,10,7,-2,-3,1,-2,328,2
2,10,8,-2,-3,2,-11,320,2
2,10,9,-2,-3,1,-2,343,2
2,10,10,-2,-3,1,-2,535,2
2,11,1,10,-4,1,10,592,4
2,11,2,10,-4,1,10,390,4
2,11,3,10,-4,1,10,336,4
2,11,4,10,-4,1,10,343,4
2,11,5,10,-4,1,10,319,4
2,11,6,10,-4,1,10,405,4
2,11,7,10,-4,1,10,305,4
2,11,8,10,-4,1,10,368,4
2,11,9,10,-4,1,10,351,4
2,11,10,10,-4,1,10,383,4
2,12,1,-8,3,2,3,1192,1
2,12,2,-8,3,2,3,281,1
2,12,3,-8,3,2,3,335,1
2,12,4,-8,3,1,-8,328,1
2,12,5,-8,3,2,3,384,1
2,12,6,-8,3,2,3,398,1
2,12,7,-8,3,2,3,384,1
2,12,8,-8,3,2,3,311,1
2,12,9,-8,3,2,3,362,1
2,12,10,-8,3,2,3,447,1
2,13,1,10,13,1,10,896,4
2,13,2,10,13,2,13,455,4
2,13,3,10,13,2,13,343,4
2,13,4,10,13,2,13,407,4
2,13,5,10,13,2,13,391,4
2,13,6,10,13,2,13,462,4
2,13,7,10,13,2,13,375,4
2,13,8,10,13,2,13,375,4
2,13,9,10,13,2,13,399,4
2,13,10,10,13,2,13,369,4
2,14,1,0,-6,1,0,1257,2
2,14,2,0,-6,2,3,368,2
2,14,3,0,-6,1,0,345,2
2,14,4,0,-6,2,-6,432,2
2,14,5,0,-6,1,0,430,2
2,14,6,0,-6,1,0,376,2
2,14,7,0,-6,1,0,375,2
2,14,8,0,-6,1,0,318,2
2,14,9,0,-6,2,-2,311,2
2,14,10,0,-6,1,0,335,2
2,15,1,9,-11,2,-23,520,2
2,15,2,9,-11,1,9,414,2
2,15,3,9,-11,1,9,288,2
2,15,4,9,-11,1,9,312,2
2,15,5,9,-11,2,-11,304,2
2,15,6,9,-11,1,9,335,2
2,15,7,9,-11,1,9,351,2
2,15,8,9,-11,1,9,375,2
2,15,9,9,-11,1,9,336,2
2,15,10,9,-11,1,9,311,2
2,16,1,-5,-7,1,-1,529,1
2,16,2,-5,-7,2,-7,297,1
2,16,3,-5,-7,1,-12,360,1
2,16,4,-5,-7,2,-7,567,1
2,16,5,-5,-7,1,-18,495,1
2,16,6,-5,-7,1,-8,303,1
2,16,7,-5,-7,1,-4,310,1
2,16,8,-5,-7,2,-7,343,1
2,16,9,-5,-7,2,-7,334,1
2,16,10,-5,-7,2,-7,327,1
2,17,1,10,-14,1,15,495,1
2,17,2,10,-14,1,14,279,1
2,17,3,10,-14,1,6,408,1
2,17,4,10,-14,1,11,558,1
2,17,5,10,-14,1,8,343,1
2,17,6,10,-14,1,4,311,1
2,17,7,10,-14,1,15,319,1
2,17,8,10,-14,1,-1,302,1
2,17,9,10,-14,1,21,344,1
2,17,10,10,-14,1,8,337,1
2,18,1,18,0,1,18,448,2
2,18,2,18,0,1,18,294,2
2,18,3,18,0,1,18,289,2
2,18,4,18,0,1,18,335,2
2,18,5,18,0,1,18,304,2
2,18,6,18,0,1,18,313,2
2,18,7,18,0,1,18,313,2
2,18,8,18,0,1,18,303,2
2,18,9,18,0,1,18,319,2
2,18,10,18,0,1,18,295,2
2,19,1,4,0,1,7,528,1
2,19,2,4,0,1,3,327,1
2,19,3,4,0,1,8,318,1
2,19,4,4,0,1,0,306,1
2,19,5,4,0,1,7,303,1
2,19,6,4,0,1,4,296,1
2,19,7,4,0,1,2,312,1
2,19,8,4,0,1,15,278,1
2,19,9,4,0,1,6,295,1
2,19,10,4,0,1,0,303,1
2,20,1,9,3,2,3,560,1
2,20,2,9,3,2,3,296,1
2,20,3,9,3,1,16,336,1
2,20,4,9,3,1,18,456,1
2,20,5,9,3,1,15,303,1
2,20,6,9,3,1,8,264,1
2,20,7,9,3,1,12,328,1
2,20,8,9,3,1,11,312,1
2,20,9,9,3,1,8,304,1
2,20,10,9,3,1,15,281,1
2,21,1,-5,-11,1,-11,673,1
2,21,2,-5,-11,2,-11,296,1
2,21,3,-5,-11,2,-11,319,1
2,21,4,-5,-11,1,-1,368,1
2,21,5,-5,-11,1,1,294,1
2,21,6,-5,-11,1,-3,367,1
2,21,7,-5,-11,1,-12,296,1
2,21,8,-5,-11,1,5,296,1
2,21,9,-5,-11,1,-1,319,1
2,21,10,-5,-11,1,-1,327,1
2,22,1,-5,3,2,-4,1144,3
2,22,2,-5,3,1,6,479,3
2,22,3,-5,3,1,-3,280,3
2,22,4,-5,3,1,-4,303,3
2,22,5,-5,3,1,-3,247,3
2,22,6,-5,3,2,3,399,3
2,22,7,-5,3,2,-8,329,3
2,22,8,-5,3,1,-3,353,3
2,22,9,-5,3,2,12,570,3
2,22,10,-5,3,1,3,392,3
2,23,1,7,-5,2,-5,576,4
2,23,2,7,-5,1,7,329,4
2,23,3,7,-5,1,7,279,4
2,23,4,7,-5,1,7,287,4
2,23,5,7,-5,1,7,287,4
2,23,6,7,-5,1,7,407,4
2,23,7,7,-5,1,7,310,4
2,23,8,7,-5,1,7,375,4
2,23,9,7,-5,1,7,335,4
2,23,10,7,-5,1,7,366,4
2,24,1,10,-4,1,10,481,2
2,24,2,10,-4,1,10,335,2
2,24,3,10,-4,1,10,327,2
2,24,4,10,-4,1,10,390,2
2,24,5,10,-4,1,10,336,2
2,24,6,10,-4,1,10,401,2
2,24,7,10,-4,1,10,384,2
2,24,8,10,-4,1,10,416,2
2,24,9,10,-4,1,10,352,2
2,24,10,10,-4,1,10,377,2
2,25,1,6,13,2,15,440,3
2,25,2,6,13,2,12,320,3
2,25,3,6,13,2,1,328,3
2,25,4,6,13,2,11,351,3
2,25,5,6,13,2,8,374,3
2,25,6,6,13,2,12,392,3
2,25,7,6,13,2,27,375,3
2,25,8,6,13,2,12,351,3
2,25,9,6,13,2,16,374,3
2,25,10,6,13,2,15,367,3
2,26,1,-3,-1,2,-1,792,4
2,26,2,-3,-1,1,-3,294,4
2,26,3,-3,-1,2,-1,327,4
2,26,4,-3,-1,2,-1,278,4
2,26,5,-3,-1,2,-1,272,4
2,26,6,-3,-1,2,-1,312,4
2,26,7,-3,-1,2,-1,304,4
2,26,8,-3,-1,2,-1,341,4
2,26,9,-3,-1,2,-1,343,4
2,26,10,-3,-1,2,-1,328,4
2,27,1,-10,-2,1,10,496,1
2,27,2,-10,-2,1,-14,288,1
2,27,3,-10,-2,2,-2,327,1
2,27,4,-10,-2,1,-13,337,1
2,27,5,-10,-2,2,-2,304,1
2,27,6,-10,-2,1,-9,295,1
2,27,7,-10,-2,1,-9,280,1
2,27,8,-10,-2,1,-8,294,1
2,27,9,-10,-2,2,-2,295,1
2,27,10,-10,-2,2,-2,288,1
2,28,1,10,6,1,28,2728,1
2,28,2,10,6,2,6,456,1
2,28,3,10,6,2,6,383,1
2,28,4,10,6,2,6,304,1
2,28,5,10,6,2,6,303,1
2,28,6,10,6,2,6,304,1
2,28,7,10,6,1,8,366,1
2,28,8,10,6,1,8,289,1
2,28,9,10,6,1,16,288,1
2,28,10,10,6,1,15,305,1
2,29,1,-2,-2,1,4,592,1
2,29,2,-2,-2,2,-2,295,1
2,29,3,-2,-2,1,11,320,1
2,29,4,-2,-2,1,0,295,1
2,29,5,-2,-2,1,-4,327,1
2,29,6,-2,-2,1,0,310,1
2,29,7,-2,-2,1,1,351,1
2,29,8,-2,-2,1,-15,334,1
2,29,9,-2,-2,1,-6,342,1
2,29,10,-2,-2,2,-2,991,1
2,30,1,-10,-7,2,-7,1464,4
2,30,2,-10,-7,1,-10,358,4
2,30,3,-10,-7,2,-7,510,4
2,30,4,-10,-7,1,-10,302,4
2,30,5,-10,-7,2,-7,335,4
2,30,6,-10,-7,1,-10,352,4
2,30,7,-10,-7,2,-7,342,4
2,30,8,-10,-7,2,-7,368,4
2,30,9,-10,-7,2,-7,303,4
2,30,10,-10,-7,2,-7,336,4
3,1,1,7,0,1,7,925,4
3,1,2,7,0,2,0,357,4
3,1,3,7,0,1,7,685,4
3,1,4,7,0,1,7,409,4
3,1,5,7,0,1,7,258,4
3,1,6,7,0,1,7,276,4
3,1,7,7,0,1,7,266,4
3,1,8,7,0,1,7,446,4
3,1,9,7,0,1,7,309,4
3,1,10,7,0,1,7,304,4
3,2,1,-7,-2,2,-2,782,4
3,2,2,-7,-2,1,-7,308,4
3,2,3,-7,-2,2,-2,338,4
3,2,4,-7,-2,2,-2,255,4
3,2,5,-7,-2,2,-2,278,4
3,2,6,-7,-2,2,-2,267,4
3,2,7,-7,-2,2,-2,237,4
3,2,8,-7,-2,2,-2,259,4
3,2,9,-7,-2,2,-2,234,4
3,2,10,-7,-2,2,-2,277,4
3,3,1,-6,-11,2,-4,551,3
3,3,2,-6,-11,1,2,582,3
3,3,3,-6,-11,1,-25,270,3
3,3,4,-6,-11,2,-17,597,3
3,3,5,-6,-11,1,-8,544,3
3,3,6,-6,-11,2,-5,558,3
3,3,7,-6,-11,2,-12,298,3
3,3,8,-6,-11,2,-13,298,3
3,3,9,-6,-11,2,-9,287,3
3,3,10,-6,-11,1,-6,338,3
3,4,1,8,11,2,9,571,2
3,4,2,8,11,2,14,337,2
3,4,3,8,11,1,8,416,2
3,4,4,8,11,2,15,407,2
3,4,5,8,11,2,6,235,2
3,4,6,8,11,2,11,878,2
3,4,7,8,11,2,5,247,2
3,4,8,8,11,2,17,417,2
3,4,9,8,11,2,5,788,2
3,4,10,8,11,2,12,322,2
3,5,1,1,-6,2,-6,833,4
3,5,2,1,-6,1,1,537,4
3,5,3,1,-6,1,1,239,4
3,5,4,1,-6,1,1,277,4
3,5,5,1,-6,1,1,497,4
3,5,6,1,-6,1,1,258,4
3,5,7,1,-6,1,1,299,4
3,5,8,1,-6,1,1,377,4
3,5,9,1,-6,1,1,318,4
3,5,10,1,-6,1,1,318,4
3,6,1,13,-1,2,-10,240,2
3,6,2,13,-1,1,13,307,2
3,6,3,13,-1,1,13,546,2
3,6,4,13,-1,1,13,297,2
3,6,5,13,-1,1,13,286,2
3,6,6,13,-1,1,13,266,2
3,6,7,13,-1,1,13,278,2
3,6,8,13,-1,1,13,269,2
3,6,9,13,-1,1,13,755,2
3,6,10,13,-1,1,13,329,2
3,7,1,-3,4,2,4,638,1
3,7,2,-3,4,1,2,258,1
3,7,3,-3,4,1,-3,257,1
3,7,4,-3,4,1,-3,256,1
3,7,5,-3,4,2,4,535,1
3,7,6,-3,4,2,4,288,1
3,7,7,-3,4,2,4,248,1
3,7,8,-3,4,2,4,268,1
3,7,9,-3,4,2,4,288,1
3,7,10,-3,4,2,4,370,1
3,8,1,-2,-1,2,4,501,3
3,8,2,-2,-1,1,3,268,3
3,8,3,-2,-1,1,0,258,3
3,8,4,-2,-1,2,-2,819,3
3,8,5,-2,-1,1,7,238,3
3,8,6,-2,-1,1,1,296,3
3,8,7,-2,-1,1,-4,278,3
3,8,8,-2,-1,1,-7,292,3
3,8,9,-2,-1,1,7,277,3
3,8,10,-2,-1,1,-4,296,3
3,9,1,5,4,2,4,751,1
3,9,2,5,4,1,15,316,1
3,9,3,5,4,1,15,568,1
3,9,4,5,4,1,-2,2027,1
3,9,5,5,4,1,8,209,1
3,9,6,5,4,1,10,277,1
3,9,7,5,4,1,1,299,1
3,9,8,5,4,1,0,266,1
3,9,9,5,4,1,5,270,1
3,9,10,5,4,1,4,268,1
3,10,1,7,11,2,13,552,3
3,10,2,7,11,1,6,601,3
3,10,3,7,11,2,10,297,3
3,10,4,7,11,2,7,797,3
3,10,5,7,11,2,8,287,3
3,10,6,7,11,2,9,298,3
3,10,7,7,11,2,7,272,3
3,10,8,7,11,2,8,288,3
3,10,9,7,11,2,-1,289,3
3,10,10,7,11,2,5,389,3
3,11,1,-2,0,2,0,470,4
3,11,2,-2,0,1,-2,267,4
3,11,3,-2,0,2,0,308,4
3,11,4,-2,0,2,0,357,4
3,11,5,-2,0,2,0,528,4
3,11,6,-2,0,2,0,328,4
3,11,7,-2,0,2,0,698,4
3,11,8,-2,0,2,0,278,4
3,11,9,-2,0,2,0,257,4
3,11,10,-2,0,2,0,257,4
3,12,1,11,5,2,13,711,2
3,12,2,11,5,1,11,297,2
3,12,3,11,5,2,2,378,2
3,12,4,11,5,1,11,288,2
3,12,5,11,5,1,11,279,2
3,12,6,11,5,1,11,299,2
3,12,7,11,5,1,11,285,2
3,12,8,11,5,1,11,299,2
3,12,9,11,5,1,11,298,2
3,12,10,11,5,1,11,307,2
3,13,1,-3,3,2,3,481,3
3,13,2,-3,3,1,2,527,3
3,13,3,-3,3,1,-12,299,3
3,13,4,-3,3,2,6,398,3
